ID,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
5159,TRANSFER,3619.67,C693242472,28604.53,24984.86,C1031841806,9497.26,12984.71,1,0
5160,TRANSFER,2415.6,C293066887,10062.22,7484.6,M135447693,8287.28,10702.88,1,0
5161,TRANSFER,10358.27,C1742948638,30276.44,19735.32,C843031928,8038.45,18647.32,1,0
5162,TRANSFER,10793.71,C1665491070,36156,25362.29,C279730708,8703.95,19806.04,1,0
5163,TRANSFER,14296.76,C1599248487,12421.85,-2237.97,C292255799,12228.64,26525.4,1,0
5164,TRANSFER,5875.74,C611289995,37293.87,31519.56,M663466110,2718.99,8594.73,1,0
5165,TRANSFER,3613.66,C728443632,6192.02,2494.7,C898219424,11424.69,14673.26,1,0
5166,TRANSFER,17294.73,C528394055,13043.79,-4250.94,C1323741703,17517.52,34529.75,1,0
5167,TRANSFER,13374.41,C1991395552,10599.67,-2418.79,C1688894003,26953.91,40328.32,1,0
5168,TRANSFER,7994.73,C581573338,36276.8,28282.07,M1684636418,11995.32,20219.77,1,0
5169,TRANSFER,18442.54,C663256318,40868.82,22426.28,C362585233,14855.15,33060.1,1,0
5170,TRANSFER,13797.41,C552674617,27775.38,13977.97,C909295153,648.84,14446.25,1,0
5171,TRANSFER,8546.03,C89509666,6240.25,-2075.72,M1806880779,20106.49,28652.52,1,0
5172,TRANSFER,10341.02,C1839206329,19900.97,9961.42,C998351292,21673.74,31879.94,1,0
5173,TRANSFER,19770.37,C1081306569,25085.45,5315.08,M154463494,16520.86,36291.23,1,0
5174,TRANSFER,4195.66,C1069584108,8961.97,4839.79,M1554877309,6722.91,10918.57,1,0
5175,TRANSFER,3158.97,C1544078442,33888.64,30340.08,M1291367132,20404.97,23563.94,1,0
5176,TRANSFER,1992.49,C560568683,8541.9,6549.41,M1305731514,27798.13,29754.77,1,0
5177,TRANSFER,5802.89,C140702728,5256.91,-881.19,C634210724,25331.08,30649.14,1,0
5178,TRANSFER,2080.49,C1443173326,35453.08,33372.59,M318794136,22653.43,24265.06,1,0
5179,TRANSFER,11251.07,C1824848407,22555.75,10808.91,C1346065207,16241.17,27696.51,1,0
5180,TRANSFER,7315.67,C2146639875,14422.66,6643.92,C868288978,8407.43,15723.1,1,0
5181,TRANSFER,6836.59,C1046856599,20193.07,13356.48,C1027017168,28317.98,34757.67,1,0
5182,TRANSFER,3067.88,C1777130922,8009.94,5203.76,C1720463306,15783.53,19212.61,1,0
5183,TRANSFER,15634.29,C58408143,23515.35,7876.25,M1681896279,10605.24,26153.67,1,0
5184,TRANSFER,5222.62,C1280641161,6642.3,1327.2,C1435804085,21802.31,27024.93,1,0
5185,TRANSFER,12759.88,C973936431,48835.84,36075.96,C1335050193,23954.9,37106.9,1,0
5186,TRANSFER,16130.41,C1567235700,29541.23,12978.05,C1827142412,12089.57,28219.98,1,0
5187,TRANSFER,1994.18,C1635772897,49499.39,47854.32,C1983025922,8353.63,10347.81,1,0
5188,TRANSFER,1901.8,C214649627,9786.18,7884.38,M67730604,12226.99,13878.79,1,0
5189,TRANSFER,12208.53,C1104169600,12838.51,874.45,M1134229208,27029.65,39238.18,1,0
5190,TRANSFER,1715.67,C1740789465,21194.13,19970.66,M1336723473,10418.03,12133.7,1,0
5191,TRANSFER,1047.47,C855700733,29403.95,28779.1,C392292416,3294.92,4129.15,1,0
5192,TRANSFER,14138.3,C1034219836,25303.22,11155.99,C1195589213,29149.69,43099.5,1,0
5193,TRANSFER,14458.33,C1600511076,39413.73,24955.4,M1632934716,2207.7,16884.55,1,0
5194,TRANSFER,13088.85,C1069338122,34104.1,21482.84,C1044472558,2587.15,15784.79,1,0
5195,TRANSFER,5649.28,C1666139750,18114.56,12689.26,C657411220,3925.27,9574.55,1,0
5196,TRANSFER,6348.96,C1528769018,22561.13,16212.17,M183155105,27792.13,34141.09,1,0
5197,TRANSFER,7528.53,C402808045,22611.41,14630.94,C1318822808,14719.9,22072.88,1,0
5198,TRANSFER,13562.33,C1004271827,42319.44,28379.61,C451934410,12749.68,26312.01,1,0
5199,TRANSFER,16131.72,C305401753,14649.56,-1943.51,C559735041,13502.47,29634.19,1,0
5200,TRANSFER,11902.43,C1758470094,5608.1,-6602.34,M1229455900,3210.98,15294.74,1,0
5201,TRANSFER,16669.42,C2033331796,48587.48,31918.06,M353054202,1364.47,17669.17,1,0
5202,TRANSFER,16682.16,C140702728,21769.85,5087.69,C634210724,14481.67,31163.83,1,0
5203,TRANSFER,1676.18,C1933100246,15809.3,14632.16,C1771954705,20994.94,22706.81,1,0
5204,TRANSFER,9663.98,C909899402,15433.11,5769.13,C1174545131,17603.93,27267.91,1,0
5205,TRANSFER,7672.85,C1186238104,40360.54,32687.69,M343863168,1809.58,9482.43,1,0
5206,TRANSFER,19504.22,C2079571758,47872.54,28384.46,M1478277241,8857.09,28527.86,1,0
5207,TRANSFER,14365.9,C2139991609,30982.93,16568.47,C20671747,2881.36,17654.44,1,0
5208,TRANSFER,17488.34,C2092709730,45288.89,27800.55,C1749186397,27810.35,45519.55,1,0
5209,TRANSFER,18258.25,C695601068,40854.15,22595.9,M490805574,18465.15,37171.22,1,0
5210,TRANSFER,17439.81,C1568400442,47746.65,30417.65,C1262169546,8393.86,25909.06,1,0
5211,TRANSFER,5675.64,C594651850,26046.38,20494.99,C75457651,24111.64,29294.88,1,0
5212,TRANSFER,8826.99,C666044285,18290.17,9463.18,C11003494,20782.25,29609.24,1,0
5213,TRANSFER,8675.85,C478763237,29859.04,21183.19,C46947465,21618.43,30294.28,1,0
5214,TRANSFER,4531.77,C1615801298,46625,41949.17,M490391704,20866.93,25440.28,1,0
5215,TRANSFER,2864.53,C158801009,26541.26,23185.26,C382431057,19516.75,22873.84,1,0
5216,TRANSFER,15237.29,C2048161817,45288.08,29602.76,C599350419,23934.85,39172.14,1,0
5217,TRANSFER,7755.01,C1393828949,43008.91,35310.28,C357863579,6715.42,14470.43,1,0
5218,TRANSFER,19999.06,C260084831,25692.15,5374.04,M267814113,13221.89,33607.81,1,0
5219,TRANSFER,6272.11,C1464177809,9734.33,3272.96,C1170794006,14196.19,20468.3,1,0
5220,TRANSFER,2338.64,C925150995,6951.97,4584.4,C920011586,28288.56,30581.76,1,0
5221,TRANSFER,18871.37,C1130346421,21378.58,2507.21,M1316005672,23277.62,42148.99,1,0
5222,TRANSFER,9643.19,C379728,45270.38,35627.19,C696253095,4641.22,13857.43,1,0
5223,TRANSFER,4538.2,C643419996,45672.03,41085.19,C970612443,22815.86,27354.06,1,0
5224,TRANSFER,2910.73,C625604559,21351.45,18440.72,M597972385,4363.79,7314.41,1,0
5225,TRANSFER,16342.9,C83859478,23782.58,7439.68,C1246142195,776.67,16833.3,1,0
5226,TRANSFER,15244.34,C1016856028,25318.61,9814.6,M446445803,24052.04,39296.38,1,0
5227,TRANSFER,17305.6,C556223230,11285.5,-6020.1,C2094777811,4929.63,22609.3,1,0
5228,TRANSFER,10602.71,C1768242710,25090.65,14029.3,M1971783162,24223.48,34826.19,1,0
5229,TRANSFER,14840.14,C425015667,9832.65,-5007.49,C466505482,10142.52,24533.92,1,0
5230,TRANSFER,3906.71,C1694131512,46601.57,42694.86,M572159584,19088.06,23224.17,1,0
5231,TRANSFER,10393.72,C148003513,33050.96,22657.24,C84277455,7890.82,17963.65,1,0
5232,TRANSFER,19283.23,C1055601039,40893.58,21768.29,C1359044626,7516.12,26753.95,1,0
5233,TRANSFER,6496.44,C562701410,21884.62,15324.11,M1470236097,8402.05,14898.49,1,0
5234,TRANSFER,9937.28,C1406848276,28344.37,17943.33,M349259569,5707.57,15644.85,1,0
5235,TRANSFER,13296.95,C1978200338,43072.35,29775.4,C1328991385,741.04,13741.75,1,0
5236,TRANSFER,4332.25,C430576448,14994.13,10576.9,C1300183775,18426.72,22672.13,1,0
5237,TRANSFER,16975.87,C1815002722,25230.2,8254.33,C2063006076,6713.98,23689.85,1,0
5238,TRANSFER,19131.96,C396918327,34857.14,15712.55,C1590550415,959.46,20368.37,1,0
5239,TRANSFER,9223.71,C340144958,12874.68,3650.97,C1869228744,18180.9,27404.61,1,0
5240,TRANSFER,14167.24,C327004479,5477.87,-8689.37,M708590084,23342.97,37165.19,1,0
5241,TRANSFER,9530.76,C723041843,5367.97,-4162.79,C780003722,9532.24,18692.84,1,0
5242,TRANSFER,1849.32,C1092594169,9941.99,8224.73,M1984944043,16539.35,18388.67,1,0
5243,TRANSFER,1982.52,C1528769018,9353.78,7787.53,M183155105,17008.32,18990.84,1,0
5244,TRANSFER,17071.86,C375126298,8801.65,-8270.21,C1657769946,7046.45,23746.7,1,0
5245,TRANSFER,9252.43,C515973302,17488.79,8236.36,C170071280,804.73,10506.37,1,0
5246,TRANSFER,17765.38,C1711185459,36777.06,19347.49,C1854778591,13509.45,31274.83,1,0
5247,TRANSFER,11083.37,C1639433618,42231.32,30878.11,M849921314,14181.91,25265.28,1,0
5248,TRANSFER,5180.24,C928347618,45620.09,40917.25,C1527761090,26044.16,31326.88,1,0
5249,TRANSFER,8273.67,C655162083,33526.48,25252.81,C936053020,23043.07,31316.74,1,0
5250,TRANSFER,3057.52,C1218606824,44178.21,41120.69,M38406698,29879.94,32916.61,1,0
5251,TRANSFER,18153.78,C1682051668,14422.82,-3277.53,M85284111,27075.76,45229.54,1,0
5252,TRANSFER,1423.81,C361184000,11039.6,9617.99,C2146399713,1555.21,2979.02,1,0
5253,TRANSFER,14284.19,C2030225750,27363.42,13079.23,C2017796139,17686.47,31821.88,1,0
5254,TRANSFER,18648.53,C1492875057,23055.9,4438.8,M333793193,21727.65,39923.08,1,0
5255,TRANSFER,13740.76,C1141113940,8384.69,-5471.53,C240650537,6911.29,20652.05,1,0
5256,TRANSFER,3464.65,C414225167,14584.86,11120.21,M1803093683,29210.09,32674.74,1,0
5257,TRANSFER,7333.71,C950841248,15835.56,8637.75,C1196694338,29453.61,36981.47,1,0
5258,TRANSFER,7301.24,C192428201,36029.31,28326.26,C401424608,22652.86,29954.1,1,0
5259,TRANSFER,19430.68,C790045574,22197.54,2766.86,C2040603986,24670.09,44422.2,1,0
5260,TRANSFER,7625.88,C201274566,35297.82,27782.84,C747464370,24219.41,31845.29,1,0
5261,TRANSFER,8785.44,C361855021,5011.89,-3460.72,C678308721,21790.84,30576.28,1,0
5262,TRANSFER,13465.67,C2062381035,25453.43,11492.76,M795192021,5926.55,19538.91,1,0
5263,TRANSFER,19582.84,C1483482995,49122.21,29953.71,C1796838696,4645.97,24620.55,1,0
5264,TRANSFER,3385.31,C610653700,18099.1,14278.82,M1353337767,10178.64,13389.07,1,0
5265,TRANSFER,12318.59,C727666004,24822.14,12503.55,M1601935322,8735.56,20704.05,1,0
5266,TRANSFER,12583.47,C1284098442,6720.69,-5862.78,C801412408,12571.74,25368.47,1,0
5267,TRANSFER,8038.97,C210714920,28685.98,20346.43,C1730752455,9474.98,17513.95,1,0
5268,TRANSFER,18486.62,C950841248,16205.97,-2280.65,C1196694338,26876.7,45494.73,1,0
5269,TRANSFER,13505.69,C832322085,14419.2,1265.55,M596376940,8148.84,21205.42,1,0
5270,TRANSFER,19628.27,C1806119108,42698.84,23070.57,M1802269810,19048.2,38693.57,1,0
5271,TRANSFER,17098.33,C1972116836,30348.24,13587.33,M877234266,10466.67,27629.36,1,0
5272,TRANSFER,17705.42,C1174778379,37923.18,20402.32,M653039729,28623.29,46025.41,1,0
5273,TRANSFER,9110.25,C16957838,49853.31,41072.15,M652268444,11269.22,20379.47,1,0
5274,TRANSFER,10687.5,C1187999801,36371.51,25684.01,C1429007847,21444.76,32486.99,1,0
5275,TRANSFER,3132.28,C398085606,23841.57,20460.33,C2072030256,15813.92,18946.2,1,0
5276,TRANSFER,2111.28,C1198197478,49396.59,47466,C453211571,5966.85,7695.63,1,0
5277,TRANSFER,17826.2,C484199463,45774.16,27947.96,M2008106788,12851.38,30339.42,1,0
5278,TRANSFER,10852.47,C110233108,40481.84,29629.37,C13226198,29101.65,39649.81,1,0
5279,TRANSFER,8483.52,C1053632127,28641.12,20528.83,M1493158871,5695.62,14297.35,1,0
5280,TRANSFER,3807.34,C628064884,25885.33,22077.99,M109069556,12773.07,16510.36,1,0
5281,TRANSFER,8291.84,C777407608,23576.61,15284.77,C1790657739,8160.84,16385.13,1,0
5282,TRANSFER,1570.92,C699968755,7548.2,5977.28,M2010511875,28909.28,30377.61,1,0
5283,TRANSFER,5692.55,C1247938090,33658.4,27965.85,C1002031672,5836.12,11482.88,1,0
5284,TRANSFER,14662.58,C1200110609,20180.3,5867.9,M2013725423,8305.94,22968.52,1,0
5285,TRANSFER,15034.77,C1687077437,23064.32,8381.45,C305184859,28866.71,44289.4,1,0
5286,TRANSFER,4751.25,C850927485,39921.52,35099.5,M911950273,16966.64,21717.89,1,0
5287,TRANSFER,12227.86,C1280961742,8601.93,-3588.32,C1584679094,14875.58,27103.44,1,0
5288,TRANSFER,9019.78,C1507321319,33667.43,24548.69,C1590351968,19984.37,28820.8,1,0
5289,TRANSFER,15835.45,C140702728,24166.09,8330.64,C634210724,22829.66,38478.08,1,0
5290,TRANSFER,19049.63,C1570470538,41340.79,22317.3,C824009085,4402.77,23452.4,1,0
5291,TRANSFER,4824.83,C1584500131,18260.26,13924.9,C115457323,11207.13,16389.33,1,0
5292,TRANSFER,8355.68,C1284274955,11475,3059.38,M1413211455,27235.6,35591.28,1,0
5293,TRANSFER,13117.44,C1055601039,27437.62,14801.94,C1359044626,25992.17,39234.79,1,0
5294,TRANSFER,7107.53,C396918327,20518.72,13535.52,C1590550415,17775.95,24883.48,1,0
5295,TRANSFER,17575.23,C1810490435,36661.95,19086.72,C1421496184,7012.2,24587.43,1,0
5296,TRANSFER,17215.5,C1104315585,7923.96,-9735.87,C1143894549,27434.45,44978.82,1,0
5297,TRANSFER,13603.05,C1516972753,33238.7,19285.52,C2138032938,13774.87,27490.89,1,0
5298,TRANSFER,14825.42,C2126842086,17136.55,2272.35,C1870252780,18328.54,33431.79,1,0
5299,TRANSFER,2200.67,C1843343821,24104.68,21904.01,C280663936,27739.29,29939.96,1,0
5300,TRANSFER,15423.45,C2116402824,13441.85,-1981.6,M530141251,10955.37,26378.82,1,0
5301,TRANSFER,13095.18,C2096749731,15063.72,1573.57,C551495160,14486.12,27637.28,1,0
5302,TRANSFER,6269.8,C391699411,19915.81,13475.22,M1631515094,2997.2,9733.74,1,0
5303,TRANSFER,10064.51,C1761756714,27263.4,17422.49,C1908560335,20457.6,30522.11,1,0
5304,TRANSFER,14755.67,C1026280121,38569.77,23814.1,C277510102,27974.96,42501.93,1,0
5305,TRANSFER,18255.09,C1280961742,15410.47,-2958.31,C1584679094,23497.03,41752.12,1,0
5306,TRANSFER,3651.69,C871157448,28901.07,25224.87,M618505886,28186.06,31837.75,1,0
5307,TRANSFER,18978.73,C1484518113,45231.52,26252.79,C978609035,22207.45,41531.62,1,0
5308,TRANSFER,5078.62,C1473972801,30879.06,25485.74,M405245519,14932.32,20010.94,1,0
5309,TRANSFER,2661.18,C1742948638,46288.92,43369.1,C843031928,5212.62,7873.8,1,0
5310,TRANSFER,6895.96,C980364771,45360.99,38465.03,C453211571,24785.72,31589.54,1,0
5311,TRANSFER,17726.41,C562286042,38740.29,21013.88,M1912727196,21666.41,39583.04,1,0
5312,TRANSFER,17280.27,C1367012746,42823.26,25885.24,C16685882,22836.71,40116.98,1,0
5313,TRANSFER,9870.23,C169880779,39987.73,30117.5,C1286084959,22928.93,32799.16,1,0
5314,TRANSFER,3773.86,C1484518113,11144.25,7370.39,C978609035,23147.56,26921.42,1,0
5315,TRANSFER,19660.48,C975033189,45393.12,25732.64,M962287291,13152.06,32812.54,1,0
5316,TRANSFER,7186.16,C102713257,48133.51,40947.35,C1457187638,21294.41,28299.3,1,0
5317,TRANSFER,13143.73,C384337124,12121.09,-1457.24,C503485607,23046.67,36190.4,1,0
5318,TRANSFER,19010.4,C1687176214,44035.29,24779.13,C1608303998,28764.72,47775.12,1,0
5319,TRANSFER,10720.34,C867093003,43579.84,32749.87,M1135278099,11873.11,22205.41,1,0
5320,TRANSFER,19215.69,C1971991758,18525.16,-690.53,M2126723403,17530.64,36670.35,1,0
5321,TRANSFER,16021.49,C1813769162,37956.4,22352.67,C1249547869,28634.36,44242.87,1,0
5322,TRANSFER,9131.28,C1466917878,7594.51,-1536.77,C1297685781,26701.88,35670.4,1,0
5323,TRANSFER,14689.64,C213063852,36702.35,21683.35,C922511709,21769.11,36584.18,1,0
5324,TRANSFER,6931.89,C2059592603,10812.17,3880.28,M2016828666,11452.24,18011.2,1,0
5325,TRANSFER,3120.95,C1031654823,12375.47,9254.52,M333799679,13378.97,16961.37,1,0
5326,TRANSFER,16929.22,C116768212,40494.02,23564.8,C2085547260,26670.41,43599.63,1,0
5327,TRANSFER,3015.75,C147432132,38569.3,35295.96,C1733581655,4466.36,7482.11,1,0
5328,TRANSFER,12030.84,C392377326,42163.71,29656.9,M417773355,2769.26,15098.77,1,0
5329,TRANSFER,12689.11,C1461340773,44025.47,30854.73,C516516576,17289.65,30265.18,1,0
5330,TRANSFER,11957.98,C1880005690,43280.93,31243.18,C1510405270,26546.27,38504.25,1,0
5331,TRANSFER,4295.61,C896138248,44696.49,40222.3,M548482954,25330.35,29676.21,1,0
5332,TRANSFER,10048.96,C969735156,24815.54,14276.69,M1869154879,15307.33,25506.5,1,0
5333,TRANSFER,18883.26,C906698826,14940.73,-4330.28,C1914772936,29884.14,48767.4,1,0
5334,TRANSFER,7598.39,C1800649922,48066.45,40468.06,C824009085,23629.67,31110.15,1,0
5335,TRANSFER,19341.41,C1774899459,5877.33,-13464.08,C2011860169,6864.13,26274.28,1,0
5336,TRANSFER,6358.36,C1261220935,45973.79,39615.43,C846961708,28526.79,35174.58,1,0
5337,TRANSFER,14334.07,C1057507014,10037.87,-4212.16,C1590550415,23040.63,37811.27,1,0
5338,TRANSFER,9910.95,C1506936215,29150.61,19336.45,M827481811,17046.06,26957.01,1,0
5339,TRANSFER,15166.09,C1336194431,47553.27,32387.18,C545710008,3989.27,19155.36,1,0
5340,TRANSFER,17850.14,C666654362,7466.15,-10383.99,C1726301214,7250.15,25533.52,1,0
5341,TRANSFER,3221.88,C1319406382,30114.62,26514.71,M1925645553,4569.65,7349.31,1,0
5342,TRANSFER,15384.66,C1305486145,26343.35,10526.59,C553264065,21980.16,37716.98,1,0
5343,TRANSFER,18161.85,C840095827,22472.37,4310.52,C803116137,18798.79,37129.66,1,0
5344,TRANSFER,14118.24,C16085393,38685.29,24919.29,M787937911,1118.72,15510.85,1,0
5345,TRANSFER,9976.8,C1344389472,13118.48,2774.84,C1424731356,23701.36,33678.16,1,0
5346,TRANSFER,5360.78,C1712352289,48002.5,42940.02,M1534046323,2619.24,7714.5,1,0
5347,TRANSFER,1984.18,C213063852,27889.3,25905.12,C922511709,575.99,2556.3,1,0
5348,TRANSFER,4358.82,C1660325375,45570.11,41211.29,M251664534,21613.27,25940.77,1,0
5349,TRANSFER,10560.84,C1974622245,40289.87,29729.03,C240650537,11781.18,22342.02,1,0
5350,TRANSFER,16092.01,C1305486145,5847.13,-10244.88,C553264065,15976.8,32355.48,1,0
5351,TRANSFER,5200.31,C52476984,33848.33,28783.13,C1261031890,7962.06,12892.33,1,0
5352,TRANSFER,19504.36,C223536785,5326.52,-14193.45,C1753714541,5379.65,24884.01,1,0
5353,TRANSFER,8524.4,C1623002407,27585.09,19060.69,C798170461,8998.56,17443.61,1,0
5354,TRANSFER,8490.34,C1742608133,18733.13,10135.63,C1628035200,28557.81,36743.03,1,0
5355,TRANSFER,19781.82,C140404585,42791.75,23357.27,C1688019098,22113.8,41895.62,1,0
5356,TRANSFER,9614.7,C1527152775,41712.12,32097.42,C747464370,24038.27,33652.97,1,0
5357,TRANSFER,1670.11,C1231619683,8476.03,6370.19,C60216880,7583.7,9074.86,1,0
5358,TRANSFER,5297.34,C1277780208,18440.16,13142.82,C998875386,11269.54,16633.8,1,0
5359,TRANSFER,18769.18,C285551262,22363.66,3594.48,M397444915,1256.9,19722.72,1,0
5360,TRANSFER,16432.2,C383717053,24593.02,7839.43,C380242442,16949.27,33405.09,1,0
5361,TRANSFER,16470.9,C1194486661,42863.82,26392.92,C574110668,24273.89,40858.43,1,0
5362,TRANSFER,1798.88,C398085606,34840.55,33041.67,C2072030256,1063.05,2861.93,1,0
5363,TRANSFER,3731.19,C594651850,28424.1,24692.91,C75457651,15479.61,19272.54,1,0
5364,TRANSFER,2590.4,C1714970593,9135.57,6729.5,C1891291970,721.08,3193.92,1,0
5365,TRANSFER,16997.64,C666642000,39555.75,22754.54,C1315078366,5301.52,22299.16,1,0
5366,TRANSFER,10579.3,C1004271827,48981.5,38479.13,C451934410,14246.64,25324.43,1,0
5367,TRANSFER,14940.43,C1683174795,24118.55,9062.64,C427998326,26863.34,41803.77,1,0
5368,TRANSFER,10621.39,C867093003,9113.98,-1519.35,M1135278099,20989.1,31873.93,1,0
5369,TRANSFER,8028.12,C1023505879,41698.63,33670.51,C847761155,22599.79,30627.91,1,0
5370,TRANSFER,14305.47,C1977092934,11948.92,-1885.5,C1791017898,23433.54,37494.48,1,0
5371,TRANSFER,12121.71,C1948145112,37946.18,25824.47,C1116137715,18442,30991.3,1,0
5372,TRANSFER,16467.13,C788790720,10150.96,-6316.17,C1589547066,25393.01,42037.93,1,0
5373,TRANSFER,3633.13,C712627377,46830.82,43197.69,M782228073,20655.65,24288.78,1,0
5374,TRANSFER,1876.6,C1454026445,12484.24,10879.93,M1378497201,18931.53,20499.59,1,0
5375,TRANSFER,1046.53,C1174000532,12783.15,11736.62,C410033330,17921.55,18968.08,1,0
5376,TRANSFER,2516.01,C1761217448,44877.81,42602.44,M1817789863,22283.22,24799.23,1,0
5377,TRANSFER,13818.02,C1633108440,46863.25,32893.91,M1211326459,17787.17,31605.19,1,0
5378,TRANSFER,19684.28,C440736059,37572.35,17888.07,M955324150,19861.77,39445.44,1,0
5379,TRANSFER,14642.22,C1092590923,16374.86,1383.91,C1247658278,2307.22,17218.48,1,0
5380,TRANSFER,7726.39,C2033331796,44569.94,36770.7,M353054202,17975.47,25701.86,1,0
5381,TRANSFER,11752.96,C1721297362,32217.54,20464.58,C637846044,12050.18,24212.06,1,0
5382,TRANSFER,3208.26,C1232691691,17288.27,14292.22,C405688685,23867.25,27277.83,1,0
5383,TRANSFER,11220.2,C1238900974,12551.28,1331.08,C133694955,1058.86,12279.06,1,0
5384,TRANSFER,11455.07,C1288530953,30607.16,19007.68,C646183851,777.96,12233.03,1,0
5385,TRANSFER,19266.56,C505381004,9074.78,-10191.78,M1329963164,5334.14,24742.08,1,0
5386,TRANSFER,3072.92,C1201900764,20877.45,17492.94,C1317731757,12313.56,15249.15,1,0
5387,TRANSFER,15644.27,C1419332030,36390.24,21005.84,C665576141,14463.42,30107.69,1,0
5388,TRANSFER,19306.67,C1537573030,18302.06,-1004.61,C1954751748,22665.68,42103.42,1,0
5389,TRANSFER,19494.67,C373219947,49363.35,29868.68,M1823771636,3610.27,23184.56,1,0
5390,TRANSFER,3563.35,C2026325575,27853.68,24290.33,C1394526584,18819.51,22639.84,1,0
5391,TRANSFER,16475.78,C1313837590,31873.7,15493.82,M1271906351,20367.92,36357.28,1,0
5392,TRANSFER,16917.38,C157322525,15262.31,-1655.07,M633673177,5047.71,21645.38,1,0
5393,TRANSFER,2525.79,C990679445,25635.34,23422.83,C557041912,25314.64,28177.87,1,0
5394,TRANSFER,5388.98,C1990666779,31924.15,26567.64,C1169903663,829.44,6218.42,1,0
5395,TRANSFER,10937.24,C663428173,13347.14,2409.9,C349336071,27955.86,38893.1,1,0
5396,TRANSFER,7221.61,C1726117735,48692.97,41191.13,C1527151753,3596.17,10817.78,1,0
5397,TRANSFER,10257.47,C972470236,30484.03,19743.52,C1172814480,13771.66,24029.13,1,0
5398,TRANSFER,4678.28,C1280641161,5362.59,684.31,C1435804085,26746.01,31722.13,1,0
5399,TRANSFER,12934.67,C1093223281,44366.68,31432.01,C2063275841,24746.36,37681.03,1,0
5400,TRANSFER,11707.61,C528991857,40124.17,28606.99,C1298333001,6201.44,17909.05,1,0
5401,TRANSFER,12945.86,C507466068,28941.8,16106.4,C706331499,21728.59,34674.45,1,0
5402,TRANSFER,1497.03,C1735554279,39014.41,37288.23,C12793273,8378.06,9875.09,1,0
5403,TRANSFER,10974.9,C1856920330,37018.43,25744.32,C1938348365,20414.31,31389.21,1,0
5404,TRANSFER,2155.93,C2112614228,16374.34,14484.4,C1319869164,8792.18,11149.45,1,0
5405,TRANSFER,9265.69,C828252120,36722.02,27505.36,M1415846588,25264.32,34530.01,1,0
5406,TRANSFER,3646.95,C1914894332,47785.34,44322.23,M122884703,11698.81,15345.76,1,0
5407,TRANSFER,12862.02,C1254123558,44288.73,31414.22,C863811613,6084.07,18946.09,1,0
5408,TRANSFER,16828,C1016633682,19362.72,2534.72,M2018220300,3914.93,20470.66,1,0
5409,TRANSFER,14958.55,C1311884918,23538.61,9015.33,M1529834975,10426.77,25142.42,1,0
5410,TRANSFER,7552.26,C1868651737,27013.56,19954.42,C1740000325,14430.22,22043.79,1,0
5411,TRANSFER,9523.71,C162608686,27030.92,17507.21,M1407516226,20840.01,30363.72,1,0
5412,TRANSFER,15762.32,C1375503918,8126.98,-7362.49,C234430897,8928.41,24690.73,1,0
5413,TRANSFER,6840.1,C656444704,24643.94,17803.84,C534329652,23012.07,30164.43,1,0
5414,TRANSFER,1663.31,C600958416,44677.47,43048.95,M1884231057,9137.08,10793.53,1,0
5415,TRANSFER,14508,C611289995,38971.51,24463.51,M663466110,20839.67,34851.95,1,0
5416,TRANSFER,2440.06,C2061878101,19963.52,17614.56,C1370131341,14064.15,16470.87,1,0
5417,TRANSFER,13093.35,C74534388,21435.73,8532.16,C1748042844,14861.65,27955,1,0
5418,TRANSFER,18413.88,C1048064308,44952.82,26520.77,C1777514018,1748.26,19913.11,1,0
5419,TRANSFER,9093.32,C862023289,21401.18,11967.44,M1359143688,14456.19,23631.71,1,0
5420,TRANSFER,12054.23,C1331551358,11305.8,-748.43,M1771935978,11847.68,23814.72,1,0
5421,TRANSFER,2609.14,C452364286,46909.85,44300.71,C985934102,6300.61,9025.44,1,0
5422,TRANSFER,19726.9,C1759897662,9232.53,-10042.34,M525187782,25680.66,45407.56,1,0
5423,TRANSFER,12419.97,C1748519257,13203,783.03,C2056524531,25081.21,37175.65,1,0
5424,TRANSFER,3970.82,C1204691933,31372.99,27402.17,M1059615108,214.01,4184.83,1,0
5425,TRANSFER,5195.74,C682812632,49585.17,44389.43,C256417920,19589.23,24886.9,1,0
5426,TRANSFER,16191.45,C142785959,46528.91,30596.33,M903245582,20329.41,36847.09,1,0
5427,TRANSFER,13975.57,C1663086692,48445,34354.99,C1176045015,4585.63,18072.54,1,0
5428,TRANSFER,3150.74,C1778398507,21151.25,17544.1,C214774813,19568.14,23126.03,1,0
5429,TRANSFER,12951.97,C761061121,26850.02,13898.05,M466695827,5981.45,18933.42,1,0
5430,TRANSFER,13796.62,C921533797,20570.57,6499.7,C424669538,22713.11,36420.26,1,0
5431,TRANSFER,3236.23,C861670050,15386.05,12149.82,M769141884,9190.62,12352,1,0
5432,TRANSFER,7239.57,C1679879416,25715.61,18287.31,M1105893061,692.8,7932.37,1,0
5433,TRANSFER,13511.11,C662878200,41474.08,27579.35,M40451728,24105.68,37685.37,1,0
5434,TRANSFER,18788.5,C1764109750,36814.39,18344.02,C1522743169,10297.64,29086.14,1,0
5435,TRANSFER,13936.56,C1420196421,29922,15534.04,C972765878,4880.51,18883.51,1,0
5436,TRANSFER,19204.93,C1440057381,41374.15,22467.76,C268086000,1514.05,21187.22,1,0
