Unnamed: 0,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
9262,7,PAYMENT,1322.25,C418490394,4071,104156.75,M1941584971,0,0,0,0
72931,10,CASH_OUT,59835,C1020461364,3522494.4,0,C2144015041,255480.76,315315.76,1,0
90071,10,CASH_OUT,93810.76,C1190429229,4142,0,C2104652067,4096048.05,4189858.81,1,0
79557,10,CASH_IN,45524.21,C583383621,337936.12,5962904.04,C1169646892,528241.95,482717.74,0,0
12464,7,CASH_IN,197305.52,C748733999,0,10606079.9,C1655039175,324852,770625.63,0,0
78299,10,PAYMENT,4650.76,C1909929165,422959.21,6027.24,M1011651533,0,0,0,0
341,1,PAYMENT,6297.71,C1547883191,762,0,M1650113431,0,0,1,0
13266,7,PAYMENT,6694.83,C1951661557,32718.54,0,M1113003845,0,0,0,0
284,1,CASH_OUT,51121.05,C1431556341,0,0,C1740000325,308020.64,1363368.51,1,0
7003,6,CASH_OUT,10224,C1284098442,264732,0,C801412408,0,10224,1,0
258,1,PAYMENT,2618.76,C1068945248,21867.46,19248.7,M937277082,0,0,1,0
37,1,PAYMENT,2791.42,C923341586,300481,297689.58,M107994825,0,0,1,0
86071,10,CASH_OUT,36383.39,C1136048267,23356,0,C579845543,0,36383.39,0,0
7029,6,TRANSFER,85354.69,C558400671,14160.57,0,C527482085,0,0,1,0
26832,8,PAYMENT,3660.93,C1002028755,0,0,M215680619,0,0,0,0
77001,10,CASH_OUT,457891.75,C1454717953,,0,C1052117080,2314422.35,2772314.1,1,0
63473,9,CASH_OUT,280032.59,C402838969,156,0,C1179975227,22528.21,133604.46,0,0
312,1,PAYMENT,7771.4,C1406848276,8827.7,1056.3,M349259569,0,0,1,0
375,1,TRANSFER,2545478.01,C1057507014,0,0,C1590550415,12394437.4,19169204.93,1,0
37138,9,PAYMENT,10443.08,C974444125,10203,0,M1165060824,0,0,0,0
32936,8,DEBIT,3650.53,C2070676178,11647,7387.47,C2107039064,59677,63327.53,0,0
272,1,PAYMENT,9456.69,C1688782916,12642.1,3185.41,M1064154107,0,0,1,0
5124,5,CASH_OUT,60726.57,C840095827,0,0,C803116137,13010502.78,13071229.35,1,0
69455,9,PAYMENT,2978.1,C444205563,911614,0,M307481112,0,0,0,0
12118,7,PAYMENT,2974.8,C1468668954,0,15833.29,M1382254830,0,0,0,0
260,1,DEBIT,1393.46,C79290250,100068,98674.54,C1076835071,26446,318637.36,1,0
85384,10,CASH_IN,57244.55,C27378693,49936.63,118718.55,C2070626006,1258001.72,1200757.17,1,0
341,1,PAYMENT,6297.71,C1547883191,762,0,M1650113431,0,0,1,0
307,1,PAYMENT,6675.34,C2075568954,10107,3431.66,M2145896000,0,0,1,0
178,1,CASH_OUT,9536.54,C649769713,0,0,C1060830840,49161,130747.56,1,0
94601,10,CASH_OUT,21484.53,C336619206,0,29542.47,C449932291,1310573.61,1332058.14,0,0
1586,1,PAYMENT,7883.75,C847606512,25114.55,17230.8,M1736458419,0,0,0,0
28741,8,CASH_OUT,329948.48,C510467305,4706735.19,0,C36856762,668673.82,998622.3,0,0
44343,9,CASH_OUT,88808.5,C789691035,43491,0,C390180783,378464.41,200264.7,0,0
78137,10,PAYMENT,6245.46,C93990186,329,18709.54,M181292508,0,0,0,0
81053,10,CASH_IN,119097.21,C1709802512,6019054.12,864261.83,C1736970031,314723.67,716142.83,0,0
81822,10,CASH_OUT,377404.27,C1968565714,3134690.94,0,C414646841,19277,406673.12,0,0
59476,9,CASH_IN,264859.89,C928468577,89726,4547069.13,C1436393926,1552632.37,744556.9,0,0
28333,8,CASH_OUT,178363.34,C817218023,111045,0,C527482085,233609.92,411973.25,0,0
76995,10,PAYMENT,17586.28,C335427805,,0,M172117399,0,0,1,0
88692,10,CASH_IN,137614.11,C1855564880,14195197.47,10276640.92,C91875495,183093.17,45479.05,0,0
77004,10,CASH_OUT,134285.78,C89158021,,0,C1320082711,2610045.12,2744330.9,1,0
38896,9,CASH_OUT,117874.53,C1796057349,137551.45,0,C1554690148,272525.85,586946.37,0,0
3752,3,CASH_IN,263407.81,C1653309853,2535128.65,2798536.46,C1286084959,1804161.31,1378570.36,0,0
28111,8,PAYMENT,35556.41,C1672576355,9332.29,9035.44,M1863430679,0,0,0,0
85383,10,CASH_IN,83716.09,C1280961742,10981,135920.09,C1584679094,728034.4,658182.71,1,0
60449,9,CASH_OUT,219433.08,C157093627,0,0,C1468547507,111440.7,23299.18,0,0
271,1,PAYMENT,1084.9,C2059592603,13727,12642.1,M2016828666,0,0,1,0
358,1,TRANSFER,1538200.39,C476579021,0,0,C1590550415,6977445.38,19169204.93,1,0
327,1,PAYMENT,6536.86,C416201381,17319,10782.14,M1178290888,0,0,1,0
80838,10,PAYMENT,28967.03,C1636010920,0,2003.97,M1495989777,0,0,0,0
35083,8,CASH_IN,16043.91,C523358671,121253.07,36953.91,C1989511207,0,0,0,0
90908,10,CASH_OUT,249278.43,C547464350,60253,0,C1600172289,55697.83,304976.27,0,0
226,1,PAYMENT,4391.44,C1865219266,228,0,M2138005960,0,0,1,0
9078,7,PAYMENT,1309.47,C942106216,29736,0,M235521954,0,0,0,0
5558,6,TRANSFER,33332.86,C2025652936,33725,0,C1662235713,0,0,1,0
219,1,PAYMENT,12121.5,C1544078442,97058,84936.5,M1291367132,0,0,1,0
61367,9,PAYMENT,2313.36,C2081608796,228386.5,0,M27412677,0,0,0,0
49822,9,TRANSFER,1369962.03,C553892459,0,0,C2017731546,7472,1168129.54,0,0
292,1,PAYMENT,4270.02,C1202042637,9516,5245.98,M1112527632,0,0,1,0
52982,9,CASH_IN,158982.98,C1292038684,397335.19,180729.98,C162400148,7700.83,0,1,0
23520,8,CASH_OUT,423203.4,C1560898783,16669,0,C1141137903,11167807.05,14068690.23,0,0
276,1,CASH_OUT,102153.86,C2015301874,1776.23,0,C1335050193,230676.07,353532.56,1,0
53098,9,PAYMENT,14533.53,C1995838640,5179,0,M1466163281,0,0,1,0
204,1,CASH_OUT,101940.14,C1393828949,0,0,C357863579,105362,92307.65,1,0
61578,9,PAYMENT,29329.59,C1645645052,31250,0,M745702961,0,0,0,0
73697,10,PAYMENT,10767.25,C917690122,287375.37,79128.29,M984639002,0,0,0,0
6416,6,CASH_OUT,117182.34,C141293835,98620,0,C1394526584,501548.19,618730.52,0,0
969,1,TRANSFER,1277212.77,C1334405552,1277212.77,0,C431687661,0,0,1,0
87525,10,PAYMENT,28709.07,C1257390069,14789,1662846.62,M599188491,0,0,0,0
36421,9,TRANSFER,1526893.49,C881798902,59437,0,C660819982,10102.3,1536995.78,0,0
18819,8,CASH_OUT,37168.87,C81455466,208956,0,C711278951,94849.74,299403.05,0,0
412,1,CASH_IN,106847.36,C1793899405,4710982.07,4817829.42,C575335780,335711.51,52415.15,0,0
243,1,PAYMENT,6911.99,C89509666,6307878.9,6300966.92,M1806880779,0,0,1,0
258,1,PAYMENT,2618.76,C1068945248,21867.46,19248.7,M937277082,0,0,1,0
164,1,CASH_OUT,193605.38,C2029372696,0,0,C1971489295,249452.05,0,1,0
296,1,CASH_OUT,302693.14,C140404585,18454.54,0,C1688019098,306239.03,97263.78,1,0
81693,10,CASH_OUT,431105.25,C1573821983,30446,0,C1425435004,913731.57,642253.62,0,0
52033,9,CASH_IN,267418.72,C1655504838,100332,1323431.42,C312251341,600371,326292.96,0,0
255,1,PAYMENT,1239.06,C1574873161,396386,395146.94,M1591916281,0,0,1,0
312,1,PAYMENT,7771.4,C1406848276,8827.7,1056.3,M349259569,0,0,1,0
85382,10,CASH_OUT,61599.71,C1748656511,22636,0,C1907989702,90311.96,151911.67,1,0
21267,8,CASH_IN,123665.15,C1089311557,20197,4777819.98,C93166806,2835959.36,2226811.03,0,0
374,1,TRANSFER,1478772.04,C1464177809,0,0,C1170794006,1652668.12,22190.99,1,0
99944,10,CASH_IN,215988.1,C2104582495,374903.96,254461.1,C603580770,5556142.12,5534498.12,0,0
6898,6,CASH_OUT,10565,C1191732945,22099,0,C418964192,36275,24380.72,1,0
9671,7,PAYMENT,3212.49,C96487045,0,0,M1538995486,0,0,0,0
96088,10,TRANSFER,266626.29,C804888962,0,0,C2019308874,2034742.42,3314327.36,0,0
46,1,PAYMENT,13875.98,C484199463,15818,1942.02,M2008106788,0,0,1,0
312,1,PAYMENT,7771.4,C1406848276,8827.7,1056.3,M349259569,0,0,1,0
74699,10,CASH_OUT,151801.98,C1252377883,0,0,C376023323,734984.12,886786.1,0,0
166,1,CASH_OUT,169409.87,C888611662,0,0,C401424608,909124.16,1178808.14,1,0
58308,9,CASH_OUT,21922,C1499032143,27651,0,C1508330669,1929861.61,2046918.8,1,0
322,1,PAYMENT,28527.44,C867093003,0,0,M1135278099,0,0,1,0
80413,10,PAYMENT,6568.34,C231785335,0,2391947.9,M446448335,0,0,0,0
34169,8,CASH_OUT,43092,C1395071924,20563,0,C79685693,660641.74,1158662.9,1,0
256,1,PAYMENT,365,C600958416,319,0,M1884231057,0,0,1,0
52980,9,CASH_OUT,177146.74,C643419996,0,0,C970612443,233382.32,1257990.04,1,0
92253,10,PAYMENT,2850.17,C1980608774,22340,2457557.68,M1964727358,0,0,0,0
56012,9,PAYMENT,4150.58,C1283652903,266,159431.42,M782789953,0,0,0,0
94400,10,PAYMENT,7476.61,C1169721110,62773,0,M1535618457,0,0,0,0
50444,9,CASH_OUT,132975.44,C1374012780,5509,0,C1041292312,315468.6,53959.44,0,0
77011,10,CASH_OUT,439.91,C277626012,0,0,C697852720,3630660.11,3904191.18,1,0
5123,5,TRANSFER,60726.57,C383882703,974,0,C1807010830,0,0,1,0
229,1,PAYMENT,3930.81,C15477956,6032,2101.19,M710623214,0,0,1,0
7002,6,TRANSFER,10224,C365589282,85354.69,0,C908043384,0,0,1,0
67844,9,CASH_IN,26753.23,C1710857990,16214055.4,12173211.82,C160284738,202961.34,176208.1,0,0
36639,9,PAYMENT,16897.27,C1798355858,50366,0,M1568282812,0,0,0,0
6383,6,CASH_OUT,233776.61,C1728502333,0,0,C728885526,111507.27,345283.88,0,0
29111,8,CASH_IN,294446.61,C1009082041,19324460.55,15068162.41,C981198566,1334289.38,1039842.77,0,0
18882,8,CASH_OUT,249209.49,C1685311257,0,0,C490150701,1676558.58,1983599.05,0,0
43,1,PAYMENT,7823.46,C260084831,998,0,M267814113,0,0,1,0
166,1,CASH_OUT,169409.87,C888611662,0,0,C401424608,909124.16,1178808.14,1,0
252,1,CASH_OUT,2806,C2101527076,2806,0,C1007251739,26202,0,1,0
88643,10,CASH_IN,349400.81,C93237848,6898834.67,3808441.2,C2099963719,510572.63,161171.82,0,0
5852,6,TRANSFER,26768.5,C457596841,0,0,C1956477953,0,0,1,0
77000,10,CASH_OUT,368871.68,C1742948638,,0,C843031928,708945.47,1077817.15,1,0
316,1,PAYMENT,9686.85,C1057468716,0,0,M1272051933,0,0,1,0
63500,9,CASH_OUT,133163.67,C1710929741,10406,0,C1109421585,501936.36,1471995.78,0,0
73743,10,TRANSFER,2163656.58,C1108208098,0,0,C1787329592,415423.04,2535940.7,0,0
2,1,TRANSFER,181,C1305486145,181,0,C553264065,0,0,1,0
89303,10,CASH_IN,76324.97,C471245783,20311,834356.47,C1825122856,731217.5,654892.52,0,0
68778,9,CASH_OUT,232706.79,C1644018821,121194.3,0,C1210504430,2608390.92,2600859.09,0,0
370,1,TRANSFER,75442.68,C402808045,0,0,C1318822808,80469,500631.71,1,0
85383,10,CASH_IN,83716.09,C1280961742,10981,135920.09,C1584679094,728034.4,658182.71,1,0
276,1,CASH_OUT,102153.86,C2015301874,1776.23,0,C1335050193,230676.07,353532.56,1,0
375,1,TRANSFER,2545478.01,C1057507014,0,0,C1590550415,12394437.4,19169204.93,1,0
351,1,PAYMENT,6660.33,C893523498,17710,11049.67,M1770070706,0,0,1,0
337,1,TRANSFER,123179.97,C1447353473,7215,0,C20671747,12904.68,43691.09,1,0
89050,10,CASH_IN,199656.36,C1219989169,0,225767.36,C2095032356,31226.81,0,0,0
28918,8,PAYMENT,1404.91,C1974567120,1126597.81,52808.09,M1846231499,0,0,0,0
85549,10,PAYMENT,15494.33,C842614873,0,0,M967222246,0,0,0,0
43551,9,CASH_IN,134753.06,C484164434,356400.71,154684.06,C1495704488,65,0,0,0
94641,10,PAYMENT,190.17,C142246271,0,0,M2103130866,0,0,0,0
233,1,CASH_OUT,32702.61,C553759818,0,0,C75457651,253053,31469.78,1,0
20480,8,CASH_OUT,162591.6,C1158266436,42436,0,C985702370,12038.16,174629.76,0,0
25137,8,CASH_IN,290825.33,C1692003857,0,7235918.04,C1321530272,662013.34,371188.02,0,0
5947,6,PAYMENT,6133.67,C1943548225,16627,100901.33,M826553984,0,0,0,0
366,1,DEBIT,996,C1839206329,46132,45136,C998351292,88106.55,1015132.48,1,0
44473,9,CASH_IN,98154.01,C1099306701,7283934.55,1565842.5,C1763052044,1407593.59,1309439.59,0,0
22748,8,PAYMENT,5720.15,C519531900,345661,77351.85,M749530848,0,0,0,0
11823,7,PAYMENT,375.39,C2089870741,11825,0,M36998710,0,0,0,0
228,1,PAYMENT,7452.89,C214649627,102397,94944.11,M67730604,0,0,1,0
80882,10,CASH_OUT,358687.86,C1367600723,0,0,C571435580,2495024.03,2875924.75,0,0
47144,9,TRANSFER,350705.74,C1452168793,1086074.23,0,C399194578,0,1184633.07,1,0
7003,6,CASH_OUT,10224,C1284098442,264732,0,C801412408,0,10224,1,0
319,1,PAYMENT,9014.95,C1027319653,0,0,M633079302,0,0,1,0
73000,10,CASH_OUT,649583.09,C577696538,10205,0,C1909597726,1091719.38,2171013.58,0,0
56797,9,CASH_OUT,66219.1,C1935425442,0,0,C1277716905,213656.97,279876.06,0,0
52981,9,PAYMENT,7970.93,C444833034,36917.48,97168.07,M678684323,0,0,1,0
322,1,PAYMENT,28527.44,C867093003,0,0,M1135278099,0,0,1,0
244,1,PAYMENT,1795.67,C1016856028,6300966.92,6299171.25,M446445803,0,0,1,0
274,1,TRANSFER,157883.07,C973936431,46547,0,C1335050193,72793,353532.56,1,0
4694,4,CASH_OUT,13707.11,C556223230,13707.11,0,C2094777811,0,13707.11,1,0
70631,9,PAYMENT,29959.47,C144919111,3830341.22,0,M2094297568,0,0,0,0
2929,2,CASH_IN,152991.7,C2040452328,6949346.16,7102337.86,C392292416,5209699.06,5056707.37,0,0
38241,9,CASH_OUT,182833.22,C649410773,11337,0,C142383989,21573,97723.47,0,0
3682,2,PAYMENT,3738.26,C224468764,32426,28687.74,M1328349514,0,0,0,0
72142,9,PAYMENT,13327.04,C237750370,0,17515.96,M1862435969,0,0,0,0
9317,7,PAYMENT,8154.19,C560752677,439,48441.81,M91147932,0,0,0,0
81275,10,TRANSFER,1088984.15,C748647348,0,0,C1798767684,1332022.88,2357449.26,0,0
221,1,PAYMENT,7707.44,C1108889615,99827,92119.56,M1275028674,0,0,1,0
18772,8,CASH_OUT,222,C1737727444,0,0,C588779235,24708,171647.35,1,0
85371,10,TRANSFER,1568984.37,C1884798926,0,0,C1300519073,2243605.77,3812590.14,1,0
19193,8,PAYMENT,171.91,C240564160,2031,0,M1427069962,0,0,0,0
297,1,PAYMENT,1445.06,C207546206,10892,9446.94,M1218519094,0,0,1,0
85376,10,PAYMENT,3307.79,C562286042,0,2203166.03,M1912727196,0,0,1,0
85382,10,CASH_OUT,61599.71,C1748656511,22636,0,C1907989702,90311.96,151911.67,1,0
253,1,PAYMENT,6737.2,C1454026445,624,0,M1378497201,0,0,1,0
21703,8,PAYMENT,4268.08,C228236406,0,442896.66,M1145129940,0,0,0,0
8577,7,CASH_IN,198221.54,C356317480,7448663.85,3283504.01,C1991252420,252146.18,53924.65,0,0
44002,9,PAYMENT,7434.53,C617780474,0,1615.47,M1496943672,0,0,0,0
164,1,CASH_OUT,193605.38,C2029372696,0,0,C1971489295,249452.05,0,1,0
76993,10,CASH_OUT,42357.61,C147432132,,0,C1733581655,0,1541968.86,1,0
219,1,PAYMENT,12121.5,C1544078442,97058,84936.5,M1291367132,0,0,1,0
15867,8,PAYMENT,8909.98,C1670762330,120895,232517.02,M593517569,0,0,0,0
304,1,PAYMENT,3852.64,C472991420,1449076.27,1445223.63,M1455855843,0,0,1,0
36691,9,TRANSFER,11308,C299933576,3387,0,C1060999444,0,0,1,0
94942,10,TRANSFER,2519432.39,C989495985,2029364.88,0,C1728766751,6278751.65,8640475.86,0,0
85362,10,PAYMENT,5225.44,C1712352289,11040,204355.56,M1534046323,0,0,1,0
92731,10,PAYMENT,7876.7,C943400583,0,0,M1438709591,0,0,0,0
85361,10,PAYMENT,9818.48,C1313837590,1990340.78,0,M1271906351,0,0,1,0
85382,10,CASH_OUT,61599.71,C1748656511,22636,0,C1907989702,90311.96,151911.67,1,0
228,1,PAYMENT,7452.89,C214649627,102397,94944.11,M67730604,0,0,1,0
86830,10,TRANSFER,1331621.38,C1167656925,0,0,C2012362433,6617443.89,7949065.27,0,0
85376,10,PAYMENT,3307.79,C562286042,0,2203166.03,M1912727196,0,0,1,0
99791,10,TRANSFER,2862247.23,C57619078,753,0,C138111863,49487,3493505.04,0,0
48652,9,PAYMENT,1411.9,C980123994,0,59591.1,M173464606,0,0,0,0
97612,10,CASH_IN,188410.12,C1850011585,7124070.7,2361303.67,C267136656,3281294.26,3318180.14,0,0
28182,8,PAYMENT,5218.6,C156653467,30609,6330.4,M1284106234,0,0,0,0
53108,9,PAYMENT,17144.53,C2033331796,31294,0,M353054202,0,0,1,0
25875,8,TRANSFER,1078013.76,C1026280121,0,0,C277510102,0,970749.68,1,0
160,1,CASH_OUT,53631.83,C1233595751,0,0,C757108857,83244,0,1,0
261,1,PAYMENT,2731.37,C1586151649,17540,14808.63,M179294202,0,0,1,0
52983,9,PAYMENT,5921.33,C625604559,647794.3,92251.67,M597972385,0,0,1,0
163,1,CASH_OUT,47913.58,C141110631,0,0,C240650537,51304,0,1,0
80017,10,CASH_IN,188378.18,C422042705,10477498.44,5783324,C98474301,527496.86,339118.68,0,0
220,1,PAYMENT,2278.19,C1887699190,290,0,M1479140596,0,0,1,0
365,1,TRANSFER,1123206.66,C967677821,0,0,C451111351,1773963.18,3940085.21,1,0
7029,6,TRANSFER,85354.69,C558400671,14160.57,0,C527482085,0,0,1,0
94888,10,TRANSFER,1136586.58,C1583487834,63885,0,C229649220,2,892804.74,0,0
345,1,TRANSFER,522264.81,C1927963027,24,0,C1234776885,11361,2025098.66,1,0
63861,9,DEBIT,12685.56,C1838812350,184954.55,474287.24,C1815509870,709221.98,721907.53,0,0
80906,10,CASH_OUT,137787.81,C1075099426,0,0,C1234776885,7724016.19,7894754.2,0,0
62458,9,PAYMENT,12821.9,C220556343,0,342770.94,M1273092344,0,0,0,0
18391,8,CASH_IN,286604.5,C1959890343,8230327.08,4429368.23,C1530856786,734273.87,193704.45,0,0
343,1,PAYMENT,5320.1,C1089930529,56087.54,50767.43,M2001115307,0,0,1,0
85367,10,CASH_OUT,172502.92,C1911495228,0,0,C325981439,176901.09,349404.01,1,0
90071,10,CASH_OUT,93810.76,C1190429229,4142,0,C2104652067,4096048.05,4189858.81,1,0
28559,8,PAYMENT,990.05,C695685421,0,16156.95,M1739636114,0,0,0,0
91508,10,CASH_IN,150826.87,C191550839,7014,163297.87,C2046405003,125762,300738.17,0,0
233,1,CASH_OUT,32702.61,C553759818,0,0,C75457651,253053,31469.78,1,0
58308,9,CASH_OUT,21922,C1499032143,27651,0,C1508330669,1929861.61,2046918.8,1,0
1115,1,TRANSFER,35063.63,C1364127192,35063.63,0,C1136419747,0,0,1,0
78250,10,CASH_OUT,228946.32,C1145012606,2029612.88,0,C2011860169,850895.83,851484.29,0,0
81226,10,CASH_IN,150458.15,C1929281729,10111,341882.92,C1334677817,185801.04,35342.88,0,0
9820,7,PAYMENT,11045.61,C543835743,23087,13617.39,M206608194,0,0,0,0
41177,9,CASH_OUT,46466.52,C477985855,0,0,C1693783990,58518.77,104985.3,0,0
309,1,PAYMENT,13310.78,C2095677157,0,0,M852026681,0,0,1,0
23118,8,TRANSFER,2284539.84,C751996498,293219.17,0,C1721246982,2641758.09,8953314.93,0,0
7955,7,TRANSFER,338961.93,C881407635,0,0,C503195940,394595.62,228783.05,0,0
169,1,CASH_OUT,89038.75,C1233327519,0,0,C2083562754,189808,1186556.81,1,0
334,1,PAYMENT,5507.18,C1971991758,36030,30522.82,M2126723403,0,0,1,0
62360,9,CASH_OUT,190822.37,C2142529773,797168.65,193900.64,C137643455,627206.79,842465.78,0,0
12179,7,TRANSFER,164,C1455969984,15024,0,C2119910556,0,0,1,0
45654,9,CASH_OUT,345882.38,C133632342,0,0,C1519254830,1953357.16,2299239.53,0,0
56828,9,CASH_OUT,138009.93,C721831247,0,0,C1261940778,978856.27,1433218.58,0,0
312,1,PAYMENT,7771.4,C1406848276,8827.7,1056.3,M349259569,0,0,1,0
352,1,TRANSFER,26923.42,C1108517064,11049.67,0,C1983747920,199404.91,95508.95,1,0
29176,8,CASH_IN,261039.54,C264389858,480,25062074.31,C1014923261,1639676.1,1434633.69,0,0
96671,10,CASH_OUT,38771.9,C1482107050,10876.07,437589.85,C1923554921,1720609.79,1719828.76,0,0
5466,5,TRANSFER,10119.47,C1775746074,0,0,C746009679,0,0,1,0
1203,1,TRANSFER,250968.18,C1251219927,0,0,C1782113663,2239236.52,3997768.55,0,0
360,1,TRANSFER,1349670.68,C1419332030,0,0,C665576141,1538085.96,5515763.34,1,0
159,1,CASH_OUT,154716.2,C980364771,0,0,C453211571,187433,3461666.05,1,0
225,1,PAYMENT,2397.82,C3565780,20421,18023.18,M473666452,0,0,1,0
42385,9,PAYMENT,30534.92,C1106902565,0,76811.08,M1062528208,0,0,0,0
30,1,PAYMENT,3448.92,C2103763750,0,0,M335107734,0,0,1,0
360,1,TRANSFER,1349670.68,C1419332030,0,0,C665576141,1538085.96,5515763.34,1,0
359,1,TRANSFER,2421578.09,C106297322,0,0,C1590550415,8515645.77,19169204.93,1,0
64589,9,CASH_IN,191010.19,C113872227,0,9582167.68,C1642948718,10688491.08,12092439.92,0,0
34119,8,CASH_OUT,333311.31,C920129546,0,0,C1469084143,2003931.21,2760973.72,0,0
85384,10,CASH_IN,57244.55,C27378693,49936.63,118718.55,C2070626006,1258001.72,1200757.17,1,0
39873,9,PAYMENT,3541.88,C1570390822,261606.37,0,M672232333,0,0,0,0
4440,4,TRANSFER,10000000,C7162498,12930418.44,2930418.44,C945327594,0,0,1,0
44611,9,PAYMENT,5513.83,C1216787970,197958.87,0,M1306335941,0,0,0,0
361,1,TRANSFER,314403.14,C1262110193,0,0,C1789550256,888232.25,4619798.56,1,0
59922,9,CASH_OUT,66143.48,C478265317,15608,0,C2098820247,0,66143.48,0,0
76718,10,CASH_OUT,80068.58,C1159211057,328698.92,0,C966526472,2312308.71,2785064.91,0,0
34722,8,CASH_IN,377.06,C2052119525,0,195924.06,C1521704415,906796.56,793275.21,0,0
60535,9,TRANSFER,882251.72,C377726361,51671,0,C148930516,436547.71,504875.58,0,0
4261,3,CASH_OUT,22877,C2126545173,22877,0,C573200870,0,22877,1,0
47144,9,TRANSFER,350705.74,C1452168793,1086074.23,0,C399194578,0,1184633.07,1,0
96425,10,PAYMENT,6139.84,C1518944403,272424,0,M460886167,0,0,0,0
98709,10,PAYMENT,4298.38,C681296820,10313,0,M904101094,0,0,0,0
368,1,TRANSFER,161217.61,C552674617,0,0,C909295153,199733,5602234.95,1,0
1869,1,TRANSFER,25071.46,C669700766,25071.46,0,C1384210339,0,0,1,0
2,1,TRANSFER,181,C1305486145,181,0,C553264065,0,0,1,0
49404,9,PAYMENT,2072.3,C1040118283,0,433416.25,M1831421822,0,0,0,0
76995,10,PAYMENT,17586.28,C335427805,,0,M172117399,0,0,1,0
96317,10,PAYMENT,5050.68,C96495719,25580,4479787.97,M615768315,0,0,0,0
299,1,PAYMENT,3417.18,C191945292,126.75,0,M1242688388,0,0,1,0
227,1,DEBIT,4497.87,C1278002745,107388,102890.13,C510113906,19053,5417.23,1,0
2789,2,CASH_IN,85917.73,C1530560245,8185194.94,8271112.67,C459857341,387263.02,360326.58,0,0
269,1,PAYMENT,8948.03,C788905599,11137,2188.97,M1678709153,0,0,1,0
70641,9,CASH_IN,294544.57,C728691826,5625019.51,786633.09,C1557909659,501806.97,0,0,0
335,1,DEBIT,4565.14,C201274566,30265,25699.86,C747464370,829892.09,1567434.81,1,0
21639,8,CASH_OUT,305292.19,C1004011295,299583,0,C447691425,4779995.57,6795453.82,0,0
72930,10,TRANSFER,59835,C1568400442,3349499.13,0,C1262169546,0,0,1,0
77924,10,CASH_IN,68670.9,C283742551,7108155.65,3507419.58,C2115665153,301375.25,400411.67,0,0
4694,4,CASH_OUT,13707.11,C556223230,13707.11,0,C2094777811,0,13707.11,1,0
9172,7,PAYMENT,332.63,C1187589415,0,10534.99,M734341896,0,0,0,0
10396,7,CASH_OUT,5460002.91,C1588880909,0,0,C1570256460,0,9281535.44,1,0
4443,4,CASH_OUT,2930418.44,C2044690596,2930418.44,0,C932583850,3616012.1,6963508.84,1,0
153,1,CASH_OUT,99109.77,C1890266440,0,0,C1297685781,299314.82,16997.22,1,0
51504,9,PAYMENT,2491.71,C1666675396,0,8640.29,M1506191090,0,0,0,0
28924,8,PAYMENT,5096.34,C1877546182,0,18710.66,M616272712,0,0,0,0
162,1,CASH_OUT,267148.82,C1261044180,0,0,C401424608,641975.35,1178808.14,1,0
85384,10,CASH_IN,57244.55,C27378693,49936.63,118718.55,C2070626006,1258001.72,1200757.17,1,0
49886,9,CASH_OUT,361559.69,C684758020,281472,0,C1769042905,504667.31,189441.24,1,0
56478,9,CASH_OUT,1154353.99,C1034219836,17461,0,C1195589213,162222,1965587.6,1,0
64698,9,CASH_OUT,249310.05,C221888783,70039,0,C1329688547,0,190780.91,0,0
240,1,PAYMENT,372.34,C872522004,65254,64881.66,M1348916831,0,0,1,0
52983,9,PAYMENT,5921.33,C625604559,647794.3,92251.67,M597972385,0,0,1,0
77001,10,CASH_OUT,457891.75,C1454717953,,0,C1052117080,2314422.35,2772314.1,1,0
3272,2,CASH_OUT,14949.84,C395257482,14949.84,0,C1032986144,18161.79,33111.63,1,0
69201,9,TRANSFER,1055,C666486325,11213,0,C279565067,0,0,1,0
330,1,DEBIT,7344.92,C334593716,0,0,C485041780,185432,0,1,0
85384,10,CASH_IN,57244.55,C27378693,49936.63,118718.55,C2070626006,1258001.72,1200757.17,1,0
264,1,PAYMENT,4304.58,C414225167,10708,6403.42,M1803093683,0,0,1,0
85371,10,TRANSFER,1568984.37,C1884798926,0,0,C1300519073,2243605.77,3812590.14,1,0
229,1,PAYMENT,3930.81,C15477956,6032,2101.19,M710623214,0,0,1,0
12954,7,CASH_IN,25274.24,C326015592,12425,71915.24,C1028574311,3646170.09,5141218.55,0,0
77003,10,CASH_OUT,328539.46,C2022075442,,0,C152213122,595953.69,1334903.89,1,0
5559,6,CASH_OUT,33332.86,C685428529,6093,0,C1626759869,31002,0,1,0
92071,10,PAYMENT,1224.5,C735807111,100237,44877.5,M1522980524,0,0,0,0
88656,10,CASH_IN,181207.22,C918329277,9562296.29,5499578.78,C1313685064,487057.68,305850.46,0,0
23653,8,TRANSFER,934915.03,C1416220329,314594.78,0,C496695089,0,1908925.89,0,0
76134,10,CASH_OUT,277581.42,C1238337005,508960.51,0,C710481910,395325.76,714820.01,0,0
363,1,TRANSFER,180368.84,C1055601039,0,0,C1359044626,1437353.34,16518.36,1,0
5466,5,TRANSFER,10119.47,C1775746074,0,0,C746009679,0,0,1,0
45092,9,CASH_OUT,26404.55,C878874434,109967.93,0,C1955480363,155976.52,182381.07,0,0
99371,10,TRANSFER,503405.88,C1446009472,0,0,C2010733400,0,0,1,0
